	SOURCE	RELATED_ITEM	DATETIME	TITLE	CONTENT	POSITIVITY	NUM_REPLY	URL	CRAWLING_DATETIME	OTHERS
0	Playstore_m.stock	미래에셋증권	220720-000000	너무 불편합니다.시인성 및 전체적으로 너무 어수선하고 앞전 어플보다 사용이 훨씬 불편합니다.빨리 개선하시든가 전어플로 돌려주시요..음 그리고, 앞전 사용보다 안정감과 편리해야지 복잡하고 먼가 어수선한 어플이네요. 타사 어플과 비교평가는 해봤나요? 끝으로 국내 주식목록과 해외 주식목록을 분리해주세요.국내주식에서 보유현황을 보면 해외주식까지 모두 보이네요.아직 많이 많이 부족한 어플 이네요. 50%개선이 필요 함. 기대를 좀 했는데 역쉬 실망 스럽군요 ,..	너무 불편합니다.시인성 및 전체적으로 너무 어수선하고 앞전 어플보다 사용이 훨씬 불편합니다.빨리 개선하시든가 전어플로 돌려주시요..음 그리고, 앞전 사용보다 안정감과 편리해야지 복잡하고 먼가 어수선한 어플이네요. 타사 어플과 비교평가는 해봤나요? 끝으로 국내 주식목록과 해외 주식목록을 분리해주세요.국내주식에서 보유현황을 보면 해외주식까지 모두 보이네요.아직 많이 많이 부족한 어플 이네요. 50%개선이 필요 함. 기대를 좀 했는데 역쉬 실망 스럽군요 ,..	0.014026576			20221031-151208	
